36.19553 -84.10142559
36.8507546 -117.5352229
51.9183147 -106.8690860
46.1047634 -95.8612922 
21.1686535 -94.89060424
34.8525054 -86.21397777
28.9828001 -104.1929998
39.1371973 -84.23331437
22.5662297 -94.34944928
41.2030493 -88.97929066
37.9521735 -119.8012682
28.1267001 -92.56324235
28.6194612 -92.22269119
39.5218893 -112.3855789
50.9358193 -87.45337711
29.3281614 -86.76563062
41.2609686 -122.0456610
40.9287878 -93.23509241
42.5910474 -105.4787824
43.1310233 -93.03921804
53.9353831 -107.5370442
38.7160577 -91.49034277
27.2772083 -113.4716829
50.4477005 -106.1106212
40.7947928 -107.4614539
40.9149433 -109.2631093
34.8177083 -109.6954425
22.0199645 -100.6104324
46.0610149 -106.1179689
54.3622612 -90.80421454
51.2631847 -106.0733850
34.8531200 -117.8409350
38.7285119 -119.9212189
40.7863066 -92.2780111 
52.9230160 -93.66341597
22.8372430 -100.9094620
49.0603680 -82.35735378
39.1342260 -92.21535943
40.7176647 -116.4452309
35.8330317 -103.4263205
25.9742795 -94.23314344
22.2728795 -99.86577594
44.2021615 -76.196407  
32.1546189 -93.00792186
27.6383139 -108.2582272
34.7444151 -79.10606619
39.8928814 -106.5109873
37.4833184 -90.64423681
38.0386435 -108.6894293
49.8930434 -111.3816068
32.2782424 -100.2069161
31.7826481 -96.87759026
42.5540300 -94.56431824
21.7402831 -102.5237474
39.3962066 -103.3134229
44.9819234 -103.9263193
39.9559042 -116.1000901
55.2370530 -102.9297654
37.0446300 -87.18419206
53.6387612 -107.0955069
37.8254111 -98.31676695
52.3174268 -98.71463351
27.5779478 -108.9541162
47.3916876 -118.1420258
40.7010171 -89.95024194
41.8993435 -118.1695303
34.8746412 -92.37623236
42.0832249 -78.5619976 
34.9437699 -104.5693426
29.4636479 -110.5347382
28.4285154 -84.89013152
46.9302250 -102.7148051
21.4037371 -102.9457107
31.0132615 -80.95236225
45.8932073 -116.6597575
44.8620703 -99.48280608
39.6534503 -87.57514196
34.9146509 -84.60687922
38.2938407 -103.3913970
22.1561264 -106.3494196
38.6525803 -80.65029574
22.2797280 -103.5386884
36.1133943 -115.3128078
40.1384592 -87.38981815
40.7803432 -104.6721521
40.5268730 -117.7561619
39.6898304 -80.52370474
48.0630501 -102.6571556
35.2895976 -107.434989 
37.1150433 -102.3738617
35.9078470 -97.28395814
41.1626873 -79.41574561
24.0224305 -100.5724171
25.8952323 -110.5018103
28.2564739 -103.0974871
30.6622740 -96.18616736
29.0393877 -113.0641508
34.4129569 -77.63573686
36.1548017 -108.8428674
30.4737320 -118.1247595
42.1093269 -82.81104076
33.8746822 -110.4299202
23.7322740 -97.03430907
39.9139421 -106.0069356
28.6458166 -110.7074307
28.4568783 -98.45778019
34.9786623 -78.49520867
46.5024866 -118.0635390
50.3518608 -87.98434213
23.8902245 -104.2438361
33.3884681 -91.71726814
47.9746091 -88.96351048
55.8723012 -104.1784210
45.0250851 -95.14589033
39.4235867 -83.94165577
30.1867462 -110.2770209
41.8069384 -105.2717669
48.6495154 -78.1328478 
54.7088738 -100.2510669
48.4946533 -108.9626438
35.1457709 -114.3270385
41.9311328 -121.1764437
50.8854854 -82.4449329 
29.2726478 -103.2741083
30.7611532 -84.60201074
27.7716827 -109.4038603
23.2310829 -96.91307282
41.3079185 -120.1728794
51.7307035 -113.6820732
25.0607168 -98.54433651
32.8307581 -114.5514387
47.7408729 -116.3779960
49.0644231 -78.48073656
37.1209611 -102.3064054
23.8956109 -89.03114368
27.9978678 -110.8086592
22.9307442 -95.48268925
26.0028942 -88.92799905
35.3399998 -99.8882622 
30.1691997 -116.9486236
36.1276995 -106.4791433
27.0583617 -114.5475073
29.2138504 -113.7824682
26.0291670 -110.6967290
39.1776317 -93.09447809
40.6200451 -86.77651095
35.3715087 -92.29084232
48.2376111 -78.48032955
42.6951598 -110.5999717
38.9794247 -99.99935512
37.1338545 -79.1014246 
50.0327834 -102.0063475
36.7348087 -119.7865687
33.6224032 -103.2375652
38.6020149 -96.71483977
48.0423004 -109.4412634
21.3550744 -94.90763223
28.9165064 -97.76857661
51.1351732 -96.02107435
21.7816111 -103.4132028
29.7079821 -101.4391015
36.3229779 -89.75700613
31.7579065 -91.45075382
25.1191417 -92.54103382
28.5382636 -115.1812150
35.4662260 -79.86999431
37.1019975 -79.82006866
24.0420218 -99.21014178
34.6189870 -98.20347826
36.7324993 -93.5899065 
45.6591112 -103.6672127
40.3470242 -95.38457322
22.5555140 -103.1643319
55.5399116 -97.11181862
46.8195233 -84.04424849
37.6570743 -91.80586661
36.5507970 -102.9169894
29.4938830 -88.56178319
46.0920630 -81.27301863
31.8128788 -112.9494816
27.7272964 -102.5733960
38.17757 -77.12197143
29.6417346 -105.4484298
39.3820494 -84.99409173
31.7794049 -107.0205352
36.4373612 -90.6203493 
53.9651190 -87.84789001
31.2941054 -111.7781999
25.3068124 -105.9282489
26.7235095 -100.5807264
30.8185936 -106.7300330
27.8133323 -94.01483787
52.4354867 -94.01749599
32.1023033 -99.41379437
45.4316002 -116.0670228
41.2229056 -87.49349484
45.5307891 -83.42768822
39.2427171 -106.4537120
41.1297392 -116.6817772
41.0259174 -83.65637787
24.8482022 -91.57021773
34.4570403 -110.7737985
22.9373375 -100.3442888
51.7480219 -94.49360924
46.8524891 -95.40426559
45.1147525 -81.08798768
31.7538839 -93.79894589
31.9395079 -95.62480342
44.9040557 -94.54968812
28.6785355 -109.0828607
38.9494881 -116.3468894
50.9824880 -113.3658684
22.5255315 -97.90878455
26.6042217 -104.4932072
41.3275021 -114.5013604
43.8991029 -118.8045179
35.5132648 -120.2069662
27.2039806 -108.2446620
41.6646395 -113.7737039
38.6383825 -106.2233499
44.7520091 -79.02671389
29.3263673 -110.1424564
40.4537792 -86.04173354
36.4838609 -91.17992233
31.3907167 -81.61480755
47.9589258 -83.22653976
33.6499175 -89.60534111
23.7730114 -109.7020948
23.9016365 -89.47316151
40.7183742 -108.9162734
29.1319110 -91.284035  
41.0952035 -103.2953072
52.5345915 -96.18773341
35.0079840 -101.7586419
42.2437138 -89.99190266
37.3967509 -113.6364190
42.1379325 -86.97669406
47.9628422 -99.82849262
49.9606198 -84.86271005
24.3633656 -100.7628492
23.8442223 -93.53084833
30.2405006 -118.3166754
33.1410117 -95.76159962
37.8126919 -116.4765253
48.4288937 -107.0751247
36.5673643 -101.9884488
32.9417968 -96.75801577
48.5758026 -116.8312653
44.8413386 -81.73191534
53.6686136 -89.01698025
43.7050148 -91.34637677
51.6210124 -107.0463609
52.5028187 -102.1077913
34.1673557 -85.93526699
38.1694016 -115.7179013
46.1685477 -97.33497246
32.2802713 -80.07032502
48.4076454 -110.9715866
49.9658632 -105.1957646
31.5737084 -117.6019719
21.6596257 -91.03831718
38.2773510 -114.2004784
52.3124855 -92.45576437
33.9694054 -111.8061647
37.6242870 -114.3869284
45.5192843 -106.5017066
27.3349325 -104.3424595
47.6613056 -106.3580787
39.6578599 -103.2230019
26.2599657 -95.00342074
53.2803465 -100.8667504
41.6730231 -90.59621254
48.9345683 -118.1726128
41.9367101 -105.190214 
35.6249063 -96.77203217
42.9740960 -102.8554862
27.2732621 -113.0268941
20.8267167 -98.24819065
47.6204123 -91.64945258
22.1595925 -94.61152373
36.4807215 -76.94949465
46.1318682 -88.95125873
27.7275697 -107.7806342
40.5826772 -85.88986887
49.1851258 -82.37747422
39.1151513 -96.85775502
31.4691156 -113.5454762
23.5541255 -86.60345478
24.6422830 -108.3945694
25.6883424 -97.88734138
23.3732837 -103.0486581
51.6316609 -96.69349515
34.1804750 -106.0054168
41.7276448 -98.04635845
49.0388774 -88.6579765 
47.3858491 -77.41102924
30.7238556 -102.2194519
21.1629893 -104.1241146
48.3748909 -97.99339606
50.2220137 -90.5623133 
55.5268862 -101.2320912
39.0559756 -118.7544096
47.4861119 -83.52234365
33.5661775 -114.2127636
47.3281095 -111.6321597
33.9691225 -94.04826356
26.6095234 -103.3586479
26.1583413 -106.0013261
46.3467691 -86.48430519
50.3433579 -115.0517990
55.2608726 -104.6971790
35.8154883 -109.7366536
33.4599471 -108.3269163
42.7875108 -76.45659985
29.9129673 -115.6057953
41.4047088 -121.0670708
43.9956670 -83.61828837
49.9157513 -80.96869628
26.8858792 -90.23647297
49.0316072 -105.9268376
42.9405504 -117.8908386
29.0936014 -104.4131339
34.9597058 -82.23922645
